Timestamp,Temperature [C],Relative Humidity,CO2,PM_N_0p5,PM_N_1,PM_N_2p5,PM_N_4,PM_N_10,PM_C_1,PM_C_2p5,PM_C_4,PM_C_10
2019-10-23 15:11:28,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:16:36,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:17:36,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:18:37,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:19:38,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:20:38,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:21:39,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:22:39,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:23:40,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:24:40,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:25:41,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:26:41,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:27:42,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:28:42,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:29:43,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:30:43,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:31:44,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23 15:32:44,22,50,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
