Timestamp,Temperature [C],Relative Humidity,CO2,PM_N_0p5,PM_N_1,PM_N_2p5,PM_N_4,PM_N_10,PM_C_1,PM_C_2p5,PM_C_4,PM_C_10
2019-10-31 00:00:09,25.956512451171875,30.65216064453125,716.5177368164062,0,0,0,0,0,0,0,0,0
2019-10-31 00:01:20,25.974136352539062,30.565185546875,718.5916625976563,0,0,0,0,0,0,0,0,0
2019-10-31 00:02:29,25.982681274414062,30.556640625,720.9053588867188,0,0,0,0,0,0,0,0,0
2019-10-31 00:03:39,25.980010986328125,30.53192138671875,726.077197265625,0,0,0,0,0,0,0,0,0
2019-10-31 00:04:48,25.974136352539062,30.46905517578125,728.4286376953125,0,0,0,0,0,0,0,0,0
2019-10-31 00:05:58,25.990692138671875,30.45867919921875,725.6215454101563,0,0,0,0,0,0,0,0,0
2019-10-31 00:07:09,25.988021850585938,30.5364990234375,725.2228759765625,0,0,0,0,0,0,0,0,0
2019-10-31 00:08:19,25.998703002929688,30.46630859375,725.3232543945312,0,0,0,0,0,0,0,0,0
2019-10-31 00:09:30,25.988021850585938,30.313720703125,724.5172119140625,0,0,0,0,0,0,0,0,0
2019-10-31 00:10:38,25.959716796875,30.2691650390625,720.8119873046875,0,0,0,0,0,0,0,0,0
2019-10-31 00:11:49,25.993362426757812,30.2655029296875,713.7337280273438,0,0,0,0,0,0,0,0,0
2019-10-31 00:12:57,25.993362426757812,30.21484375,712.1018798828125,0,0,0,0,0,0,0,0,0
2019-10-31 00:14:06,26.009384155273438,30.1513671875,713.0256591796875,0,0,0,0,0,0,0,0,0
2019-10-31 00:15:14,26.03875732421875,30.05828857421875,711.404150390625,0,0,0,0,0,0,0,0,0
2019-10-31 00:16:25,26.018997192382812,30.0897216796875,708.0314697265625,0,0,0,0,0,0,0,0,0
2019-10-31 00:17:34,26.001373291015625,30.05340576171875,704.959765625,0,0,0,0,0,0,0,0,0
2019-10-31 00:18:42,26.012588500976562,30.11932373046875,704.524169921875,0,0,0,0,0,0,0,0,0
2019-10-31 00:19:51,26.0067138671875,30.03173828125,699.157763671875,0,0,0,0,0,0,0,0,0
2019-10-31 00:21:01,26.032882690429688,29.92706298828125,700.4066528320312,0,0,0,0,0,0,0,0,0
2019-10-31 00:22:10,26.033416748046875,29.98931884765625,696.9718383789062,0,0,0,0,0,0,0,0,0
2019-10-31 00:23:18,26.046768188476562,29.83062744140625,693.5389282226563,0,0,0,0,0,0,0,0,0
2019-10-31 00:24:27,26.021133422851562,29.8193359375,692.7544799804688,0,0,0,0,0,0,0,0,0
2019-10-31 00:25:37,26.046768188476562,29.8675537109375,688.3684448242187,0,0,0,0,0,0,0,0,0
2019-10-31 00:26:46,26.00457763671875,29.82330322265625,689.2219116210938,0,0,0,0,0,0,0,0,0
2019-10-31 00:27:57,26.041427612304688,29.95849609375,690.139453125,0,0,0,0,0,0,0,0,0
2019-10-31 00:29:05,26.044097900390625,29.73419189453125,686.474169921875,0,0,0,0,0,0,0,0,0
2019-10-31 00:30:16,26.057449340820312,29.69451904296875,681.3786254882813,0,0,0,0,0,0,0,0,0
2019-10-31 00:31:24,26.060653686523438,29.82269287109375,680.85068359375,0,0,0,0,0,0,0,0,0
2019-10-31 00:32:33,26.044097900390625,29.6905517578125,678.46982421875,0,0,0,0,0,0,0,0,0
2019-10-31 00:33:41,26.063323974609375,29.698486328125,677.08359375,0,0,0,0,0,0,0,0,0
2019-10-31 00:34:52,26.06011962890625,29.59930419921875,674.6935180664062,0,0,0,0,0,0,0,0,0
2019-10-31 00:36:00,26.071868896484375,29.6209716796875,674.3766967773438,0,0,0,0,0,0,0,0,0
2019-10-31 00:37:11,26.03021240234375,29.6197509765625,673.5435302734375,0,0,0,0,0,0,0,0,0
2019-10-31 00:38:19,25.977340698242188,29.66705322265625,668.7486572265625,0,0,0,0,0,0,0,0,0
2019-10-31 00:39:28,26.044097900390625,29.5294189453125,669.6748413085937,0,0,0,0,0,0,0,0,0
2019-10-31 00:40:36,26.063323974609375,29.5452880859375,671.7867065429688,0,0,0,0,0,0,0,0,0
2019-10-31 00:41:47,26.074539184570312,29.51416015625,673.9771240234375,0,0,0,0,0,0,0,0,0
2019-10-31 00:42:55,26.094833374023438,29.56298828125,675.4687133789063,0,0,0,0,0,0,0,0,0
2019-10-31 00:44:06,26.086288452148438,29.42230224609375,677.8836059570312,0,0,0,0,0,0,0,0,0
2019-10-31 00:45:14,26.100173950195312,29.400634765625,677.5788940429687,0,0,0,0,0,0,0,0,0
2019-10-31 00:46:25,26.086822509765625,29.4671630859375,676.5157592773437,0,0,0,0,0,0,0,0,0
2019-10-31 00:47:33,26.0921630859375,29.3402099609375,677.3911254882812,0,0,0,0,0,0,0,0,0
2019-10-31 00:48:44,26.052108764648438,29.36004638671875,675.9804931640625,0,0,0,0,0,0,0,0,0
