Timestamp,Temperature [C],Relative Humidity,CO2,PM_N_0p5,PM_N_1,PM_N_2p5,PM_N_4,PM_N_10,PM_C_1,PM_C_2p5,PM_C_4,PM_C_10
2019-10-25 13:38:09,23.568702697753906,37.801513671875,917.63330078125,1655000.35,1473946.625,2.0375234199794314e-38,-1.9983971555381084e+18,-1.9983971555381084e+18,183.57406005859374,4.713740539550781,7.56378173828125,0.0
2019-10-25 13:39:30,23.58525848388672,37.811279296875,924.9630981445313,1653645.5,1473552.975,2.0375234199794314e-38,-1.9983971555381084e+18,-1.9983971555381084e+18,184.99346923828125,4.716410827636719,7.56439208984375,0.0
2019-10-25 13:49:03,23.66216278076172,37.85736083984375,931.335009765625,1654026.45,1474084.875,2.0375234199794314e-38,-1.9983971555381084e+18,-1.9983971555381084e+18,930.278955078125,23.675514221191406,37.872314453125,0.0
2019-10-25 13:50:17,-100,-100,-100,1653915.625,1474224.7,2.0375234199794314e-38,-1.9983971555381084e+18,-1.9983971555381084e+18,932.942041015625,23.695274353027344,37.879638671875,0.0
2019-10-25 13:51:15,-100,-100,-100,1653462.025,1474164.95,2.0375234199794314e-38,-1.9983971555381084e+18,-1.9983971555381084e+18,935.1892822265625,23.68352508544922,37.89825439453125,0.0
2019-10-25 13:53:01,23.68085479736328,37.98370361328125,937.7900268554688,0,0,0,0,0,0,0,0,0
2019-10-25 13:54:11,23.68085479736328,38.052978515625,942.2551025390625,0,0,0,0,0,0,0,0,0
2019-10-25 13:55:21,23.68352508544922,38.01544189453125,945.9347045898437,0,0,0,0,0,0,0,0,0
2019-10-25 13:56:32,23.686195373535156,38.006591796875,950.664697265625,0,0,0,0,0,0,0,0,0
2019-10-25 13:57:40,23.67284393310547,37.95562744140625,951.058740234375,0,0,0,0,0,0,0,0,0
2019-10-25 13:58:48,23.71984100341797,38.13262939453125,946.3511474609375,0,0,0,0,0,0,0,0,0
2019-10-25 13:59:57,23.728919982910156,38.12255859375,956.6269409179688,0,0,0,0,0,0,0,0,0
2019-10-25 14:01:05,23.73426208496094,37.9962158203125,966.9951416015625,0,0,0,0,0,0,0,0,0
2019-10-25 14:02:13,23.705421447753906,37.92022705078125,963.7486328125,0,0,0,0,0,0,0,0,0
2019-10-25 14:03:22,23.705421447753906,37.9315185546875,961.045361328125,0,0,0,0,0,0,0,0,0
