Timestamp,Temperature [C],Relative Humidity,CO2,PM_N_0p5,PM_N_1,PM_N_2p5,PM_N_4,PM_N_10,PM_C_1,PM_C_2p5,PM_C_4,PM_C_10
2019-10-30 00:00:42,25.614173889160156,42.77374267578125,745.2275634765625,0,0,0,0,0,0,0,0,0
2019-10-30 00:01:53,25.61951446533203,42.80364990234375,750.217041015625,0,0,0,0,0,0,0,0,0
2019-10-30 00:03:02,25.614173889160156,42.80364990234375,754.3653686523437,0,0,0,0,0,0,0,0,0
2019-10-30 00:04:10,25.605628967285156,42.899169921875,758.5125854492187,0,0,0,0,0,0,0,0,0
2019-10-30 00:05:19,25.616844177246094,42.82501220703125,762.4379760742188,0,0,0,0,0,0,0,0,0
2019-10-30 00:06:27,25.63072967529297,42.8106689453125,765.6146118164063,0,0,0,0,0,0,0,0,0
2019-10-30 00:07:36,25.642478942871094,42.79571533203125,769.0716186523438,0,0,0,0,0,0,0,0,0
2019-10-30 00:08:44,25.631263732910156,42.82562255859375,774.87763671875,0,0,0,0,0,0,0,0,0
2019-10-30 00:09:53,25.62805938720703,42.83416748046875,773.1240356445312,0,0,0,0,0,0,0,0,0
2019-10-30 00:11:01,25.639808654785156,42.79754638671875,771.91357421875,0,0,0,0,0,0,0,0,0
2019-10-30 00:12:12,25.63660430908203,42.83538818359375,775.7648681640625,0,0,0,0,0,0,0,0,0
2019-10-30 00:13:20,25.64781951904297,42.7655029296875,776.6778930664062,0,0,0,0,0,0,0,0,0
2019-10-30 00:14:31,25.625389099121094,42.7850341796875,779.4872802734375,0,0,0,0,0,0,0,0,0
2019-10-30 00:15:39,25.624855041503906,42.79327392578125,781.656884765625,0,0,0,0,0,0,0,0,0
2019-10-30 00:16:50,25.614173889160156,42.716064453125,782.65830078125,0,0,0,0,0,0,0,0,0
2019-10-30 00:18:00,25.63072967529297,42.6971435546875,777.0115234375,0,0,0,0,0,0,0,0,0
2019-10-30 00:19:11,25.622718811035156,42.68798828125,779.2067016601562,0,0,0,0,0,0,0,0,0
2019-10-30 00:20:21,25.62004852294922,42.6434326171875,777.9628295898438,0,0,0,0,0,0,0,0,0
2019-10-30 00:21:32,25.670249938964844,42.5714111328125,771.618603515625,0,0,0,0,0,0,0,0,0
2019-10-30 00:22:42,25.659568786621094,42.5408935546875,771.33994140625,0,0,0,0,0,0,0,0,0
2019-10-30 00:23:53,25.64514923095703,42.46307373046875,771.4174926757812,0,0,0,0,0,0,0,0,0
2019-10-30 00:25:04,25.64301300048828,42.4786376953125,770.7874145507812,0,0,0,0,0,0,0,0,0
2019-10-30 00:26:14,25.667579650878906,42.46612548828125,768.4929321289062,0,0,0,0,0,0,0,0,0
2019-10-30 00:27:25,25.64568328857422,42.4505615234375,766.1370361328125,0,0,0,0,0,0,0,0,0
2019-10-30 00:28:35,25.659568786621094,42.437744140625,763.2256591796875,0,0,0,0,0,0,0,0,0
2019-10-30 00:29:46,25.659568786621094,42.42919921875,762.5776733398437,0,0,0,0,0,0,0,0,0
2019-10-30 00:30:56,25.65422821044922,42.431640625,761.2740966796875,0,0,0,0,0,0,0,0,0
2019-10-30 00:32:07,25.678794860839844,42.384033203125,762.0263793945312,0,0,0,0,0,0,0,0,0
2019-10-30 00:33:18,25.67559051513672,42.38800048828125,756.5514892578125,0,0,0,0,0,0,0,0,0
2019-10-30 00:34:28,25.67559051513672,42.34039306640625,760.9199829101562,0,0,0,0,0,0,0,0,0
2019-10-30 00:35:39,25.680931091308594,42.38616943359375,756.1855834960937,0,0,0,0,0,0,0,0,0
2019-10-30 00:36:49,25.67559051513672,42.344970703125,755.298974609375,0,0,0,0,0,0,0,0,0
2019-10-30 00:38:00,25.73487243652344,42.2216796875,754.4378784179687,0,0,0,0,0,0,0,0,0
2019-10-30 00:39:10,25.70763397216797,42.31903076171875,750.82900390625,0,0,0,0,0,0,0,0,0
2019-10-30 00:40:21,25.723655700683594,42.30224609375,748.3849487304688,0,0,0,0,0,0,0,0,0
2019-10-30 00:41:29,25.720985412597656,42.31781005859375,746.6933349609375,0,0,0,0,0,0,0,0,0
2019-10-30 00:42:40,25.695350646972656,42.3089599609375,747.3059814453125,0,0,0,0,0,0,0,0,0
2019-10-30 00:43:50,25.695884704589844,42.31536865234375,746.7677001953125,0,0,0,0,0,0,0,0,0
2019-10-30 00:45:01,25.66490936279297,42.38128662109375,746.8120361328125,0,0,0,0,0,0,0,0,0
2019-10-30 00:46:11,25.68146514892578,42.29156494140625,748.0484375,0,0,0,0,0,0,0,0,0
2019-10-30 00:47:22,25.702293395996094,42.2406005859375,747.854345703125,0,0,0,0,0,0,0,0,0
2019-10-30 00:48:33,25.678260803222656,42.2821044921875,749.2601928710938,0,0,0,0,0,0,0,0,0
2019-10-30 00:49:43,25.69908905029297,42.25067138671875,746.6299682617188,0,0,0,0,0,0,0,0,0
2019-10-30 00:50:52,25.72632598876953,42.210693359375,752.578369140625,0,0,0,0,0,0,0,0,0
2019-10-30 00:52:02,25.785079956054688,41.97967529296875,753.2316040039062,0,0,0,0,0,0,0,0,0
2019-10-30 00:53:13,25.771728515625,41.99951171875,751.5440673828125,0,0,0,0,0,0,0,0,0
2019-10-30 00:54:23,25.74608917236328,42.0172119140625,751.6877685546875,0,0,0,0,0,0,0,0,0
2019-10-30 00:55:34,25.802703857421875,41.9622802734375,749.7706298828125,0,0,0,0,0,0,0,0,0
2019-10-30 00:56:45,25.757841491699217,42.00897216796875,752.3541259765625,0,0,0,0,0,0,0,0,0
2019-10-30 00:57:55,25.72632598876953,42.0001220703125,752.2023559570313,0,0,0,0,0,0,0,0,0
