Timestamp,TVOC,eCO2,Lux,Visible,Infrared
2019-11-01 13:19:52,0,400,1926.4944,18089057,276
2019-11-01 13:20:54,0,400,1918.9056000000003,17957980,274
2019-11-01 13:21:55,0,400,1930.5744000000002,18089059,276
2019-11-01 13:25:14,0,400,1930.5744000000002,18089059,276
2019-11-01 13:26:15,0,400,1907.2368000000001,17826901,272
2019-11-01 13:27:16,0,400,1922.9856000000002,17957982,274
2019-11-01 13:28:18,0,400,1925.76,18023520,275
2019-11-01 13:29:19,0,400,1925.0256000000004,17957983,274
2019-11-01 13:30:20,0,400,1935.3888000000002,18154598,277
2019-11-01 13:31:22,0,400,1950.4032000000002,18220142,278
2019-11-01 13:32:23,0,400,1950.4032000000002,18220142,278
2019-11-01 13:33:24,0,400,1950.4032000000002,18220142,278
2019-11-01 13:34:26,0,400,1948.3632000000002,18220141,278
2019-11-01 13:35:27,0,400,1950.4032000000002,18220142,278
2019-11-01 13:36:28,0,400,1952.4432000000002,18220143,278
2019-11-01 13:37:30,0,400,1914.8256000000003,17957978,274
2019-11-01 16:36:09,0,400,748.272,8520130,130
2019-11-01 16:37:10,0,400,787.9296,8782296,134
2019-11-01 16:38:11,0,400,784.5840000000001,8847831,128
2019-11-01 16:39:13,0,400,782.5440000000001,8847830,135
2019-11-01 16:40:14,0,400,782.5440000000001,8847830,135
2019-11-01 16:41:16,0,400,782.5440000000001,8847830,135
2019-11-01 16:42:17,0,400,782.5440000000001,8847830,135
2019-11-01 16:43:19,0,400,780.5040000000001,8847829,135
2019-11-01 16:44:20,0,400,783.8496,8782294,134
2019-11-01 16:45:21,0,400,780.5040000000001,8847829,135
2019-11-01 16:46:23,0,400,781.8096,8782293,134
2019-11-01 16:47:24,0,400,783.8496,8782294,134
2019-11-01 16:48:25,0,400,778.464,8847828,135
2019-11-01 16:49:27,0,400,781.8096,8782293,134
2019-11-01 16:50:28,0,400,781.8096,8782293,134
2019-11-01 16:51:30,0,400,777.7296,8782291,134
2019-11-01 16:52:31,0,400,777.7296,8782291,134
2019-11-01 16:53:33,0,400,777.7296,8782291,134
2019-11-01 16:54:34,0,400,780.5040000000001,8847829,135
2019-11-01 16:55:35,0,400,780.5040000000001,8847829,135
2019-11-01 16:56:37,0,400,780.5040000000001,8847829,135
2019-11-01 16:57:38,0,400,780.5040000000001,8847829,135
2019-11-01 16:58:39,0,400,781.8096,8782293,134
2019-11-01 16:59:41,0,400,781.8096,8782293,134
2019-11-01 17:00:42,0,400,780.5040000000001,8847829,135
2019-11-01 17:01:44,0,400,781.8096,8782293,134
2019-11-01 17:02:45,0,400,781.8096,8782293,134
2019-11-01 17:03:46,0,400,778.464,8847828,135
2019-11-01 17:04:48,0,400,781.8096,8782293,134
2019-11-01 17:05:49,0,400,779.7696000000001,8782292,134
2019-11-01 17:06:50,0,400,777.7296,8782291,134
2019-11-01 17:07:52,0,400,777.7296,8782291,134
2019-11-01 17:08:53,0,400,777.7296,8782291,134
2019-11-01 17:09:55,0,400,775.6896,8782290,134
2019-11-01 17:10:56,0,400,775.6896,8782290,134
2019-11-01 17:11:57,0,400,777.7296,8782291,134
2019-11-01 17:12:59,0,400,777.7296,8782291,134
2019-11-01 17:14:00,0,400,775.6896,8782290,134
2019-11-01 17:15:01,0,400,773.6496000000001,8782289,134
2019-11-01 17:16:03,0,400,775.6896,8782290,134
2019-11-01 17:17:04,0,400,773.6496000000001,8782289,134
2019-11-01 17:18:06,0,400,774.9552,8716753,133
2019-11-01 17:19:07,0,400,763.2864000000001,8585674,131
2019-11-01 17:20:08,0,400,773.6496000000001,8782289,134
2019-11-01 17:21:10,0,400,769.5696,8782287,134
2019-11-01 17:22:11,0,400,773.6496000000001,8782289,134
2019-11-01 17:23:12,0,400,771.6096,8782288,134
2019-11-01 17:24:14,0,400,774.9552,8716753,133
2019-11-01 17:25:15,0,400,757.1664000000001,8585671,131
2019-11-01 17:26:17,0,400,774.9552,8716753,133
2019-11-01 17:27:18,0,400,774.9552,8716753,133
2019-11-01 17:28:20,0,400,774.9552,8716753,133
2019-11-01 17:29:21,0,400,774.9552,8716753,133
2019-11-01 17:30:22,0,400,774.9552,8716753,133
2019-11-01 17:31:24,0,400,774.9552,8454592,129
2019-11-01 17:32:25,0,400,770.8752000000001,8716751,133
2019-11-01 17:33:26,0,400,772.9152,8716752,133
2019-11-01 17:34:28,0,400,770.8752000000001,8716751,133
2019-11-01 17:35:29,0,400,772.9152,8716752,133
2019-11-01 17:36:31,0,400,772.9152,8716752,133
2019-11-01 17:37:32,0,400,766.7952,8716749,133
2019-11-01 17:38:34,0,400,772.9152,8716752,133
2019-11-01 17:39:35,0,400,770.8752000000001,8716751,133
2019-11-01 17:40:36,0,400,768.8352,8716750,133
2019-11-01 17:41:38,0,400,770.1408,8651214,132
2019-11-01 17:42:39,0,400,770.1408,8651214,132
2019-11-01 17:43:40,0,400,770.1408,8651214,132
2019-11-01 17:44:42,0,400,770.1408,8651214,132
2019-11-01 17:45:43,0,400,768.1008,8651213,132
2019-11-01 17:46:45,0,400,770.1408,8651214,132
2019-11-01 17:47:46,0,400,770.1408,8651214,132
2019-11-01 17:48:48,0,400,766.0608,8651212,132
2019-11-01 17:49:49,0,400,768.1008,8651213,132
2019-11-01 17:50:50,0,400,766.0608,8651212,132
2019-11-01 17:51:52,0,400,766.0608,8651212,132
2019-11-01 17:52:53,0,400,766.0608,8651212,132
2019-11-01 17:53:54,0,400,766.0608,8651212,132
2019-11-01 17:54:56,0,400,768.1008,8651213,132
2019-11-01 17:55:57,0,400,764.0208,8651211,132
2019-11-01 17:56:59,0,400,764.0208,8651211,132
2019-11-01 17:58:00,0,400,765.3264,8585675,131
2019-11-01 17:59:02,0,400,761.9808,8651210,132
