Timestamp,TVOC,eCO2,Lux,Visible,Infrared
2019-11-03 00:00:35,0,400,2.04,1,0
2019-11-03 00:01:37,0,400,2.04,1,1
2019-11-03 00:02:38,0,400,2.04,1,0
2019-11-03 00:03:40,0,400,2.04,1,0
2019-11-03 00:04:41,0,400,2.04,1,0
2019-11-03 00:05:42,0,400,2.04,1,0
2019-11-03 00:06:44,0,400,2.04,1,0
2019-11-03 00:07:45,0,400,2.04,1,0
2019-11-03 00:08:47,0,400,2.04,1,0
2019-11-03 00:09:48,0,400,2.04,1,0
2019-11-03 00:10:49,0,400,2.04,1,0
2019-11-03 00:11:51,0,400,2.04,1,0
2019-11-03 00:12:52,0,400,2.04,1,0
2019-11-03 00:13:53,0,400,2.04,1,0
2019-11-03 00:14:55,0,400,2.04,1,0
2019-11-03 00:15:56,0,400,2.04,1,0
2019-11-03 00:16:58,0,400,2.04,1,0
2019-11-03 00:17:59,0,400,2.04,1,0
2019-11-03 00:19:01,0,400,2.04,1,0
2019-11-03 00:20:02,0,400,2.04,1,0
2019-11-03 00:21:03,0,400,2.04,1,0
2019-11-03 00:22:05,0,400,2.04,1,0
2019-11-03 00:23:06,0,400,2.04,1,0
2019-11-03 00:24:07,0,400,2.04,1,0
2019-11-03 00:25:09,0,400,2.04,1,0
2019-11-03 00:26:10,0,400,2.04,1,0
2019-11-03 00:27:12,0,400,2.04,1,0
2019-11-03 00:28:13,0,400,2.04,1,0
2019-11-03 00:29:14,0,400,-0.5508000000000001,65536,1
2019-11-03 00:30:16,0,400,-0.5508000000000001,65536,1
2019-11-03 00:31:17,0,400,2.04,1,0
2019-11-03 00:32:18,0,400,2.04,1,0
2019-11-03 00:33:20,0,400,2.04,1,0
2019-11-03 00:34:21,0,400,2.04,1,0
2019-11-03 00:35:23,0,400,2.04,1,0
2019-11-03 00:36:24,0,400,2.04,1,0
2019-11-03 00:37:25,0,400,2.04,1,0
2019-11-03 00:38:27,0,400,2.04,1,0
2019-11-03 00:39:28,0,400,2.04,1,0
2019-11-03 00:40:29,0,400,2.04,1,0
2019-11-03 00:41:31,0,400,2.04,1,0
2019-11-03 00:42:32,0,400,2.04,1,0
2019-11-03 00:43:34,0,400,2.04,1,0
2019-11-03 00:44:35,0,400,2.04,1,0
2019-11-03 00:45:37,0,400,2.04,1,0
2019-11-03 00:46:38,0,400,2.04,1,0
2019-11-03 00:47:39,0,400,2.04,1,0
2019-11-03 00:48:40,0,400,2.04,1,0
2019-11-03 00:49:42,0,400,2.04,1,0
2019-11-03 00:50:43,0,400,2.04,1,0
2019-11-03 00:51:45,0,400,2.04,1,0
2019-11-03 00:52:46,0,400,2.04,1,0
2019-11-03 00:53:48,0,400,2.04,1,0
2019-11-03 00:54:49,0,400,2.04,1,0
2019-11-03 00:55:50,0,400,2.04,1,0
2019-11-03 00:56:51,0,400,2.04,1,0
2019-11-03 00:57:53,0,400,2.04,1,0
2019-11-03 00:58:54,0,400,2.04,65536,1
2019-11-03 00:59:56,0,400,2.04,1,0
2019-11-03 01:00:57,0,400,2.04,65536,1
2019-11-03 01:01:59,0,400,2.04,1,0
2019-11-03 01:03:00,0,400,2.04,1,0
2019-11-03 01:04:01,0,400,2.04,1,0
2019-11-03 01:05:03,0,400,2.04,1,0
2019-11-03 01:06:04,0,400,2.04,1,0
2019-11-03 01:07:05,0,400,2.04,1,0
2019-11-03 01:08:07,0,400,2.04,1,0
2019-11-03 01:09:08,0,400,2.04,1,0
2019-11-03 01:10:10,0,400,2.04,1,0
2019-11-03 01:11:11,0,400,2.04,1,0
2019-11-03 01:12:12,0,400,2.04,1,0
2019-11-03 01:13:14,0,400,2.04,1,0
2019-11-03 01:14:15,0,400,2.04,1,0
2019-11-03 01:15:16,0,400,2.04,1,0
2019-11-03 01:16:18,0,400,2.04,1,0
2019-11-03 01:17:19,0,400,2.04,1,0
2019-11-03 01:18:21,0,400,2.04,1,0
2019-11-03 01:19:22,0,400,2.04,1,0
2019-11-03 01:20:23,0,400,2.04,1,0
2019-11-03 01:21:25,0,400,2.04,1,0
2019-11-03 01:22:26,0,400,2.04,1,0
2019-11-03 01:23:27,0,400,2.04,1,0
2019-11-03 01:24:29,0,400,2.04,1,0
2019-11-03 01:25:30,0,400,2.04,1,0
2019-11-03 01:26:32,0,400,2.04,1,0
2019-11-03 01:27:33,0,400,-0.5508000000000001,65536,1
2019-11-03 01:28:34,0,400,2.04,1,0
2019-11-03 01:29:36,0,400,2.04,1,0
2019-11-03 01:30:37,0,400,-0.5508000000000001,65536,1
2019-11-03 01:31:38,0,400,2.04,1,0
2019-11-03 01:32:40,0,400,2.04,1,0
2019-11-03 01:33:41,0,400,2.04,1,1
2019-11-03 01:34:43,0,400,2.04,1,0
2019-11-03 01:35:44,0,400,2.04,1,0
2019-11-03 01:36:46,0,400,2.04,1,1
2019-11-03 01:37:47,0,400,2.04,1,0
2019-11-03 01:38:48,0,400,2.04,1,0
2019-11-03 01:39:49,0,400,2.04,1,0
2019-11-03 01:40:51,0,400,2.04,1,0
2019-11-03 01:41:52,0,400,2.04,1,0
2019-11-03 01:42:54,0,400,2.04,1,0
2019-11-03 01:43:55,0,400,2.04,1,0
2019-11-03 01:44:57,0,400,-0.5508000000000001,65536,1
2019-11-03 01:45:58,0,400,2.04,1,0
2019-11-03 01:46:59,0,400,2.04,1,0
2019-11-03 01:48:01,0,400,2.04,1,0
2019-11-03 01:49:02,0,400,2.04,1,0
2019-11-03 01:50:03,0,400,2.04,1,0
2019-11-03 01:51:05,0,400,2.04,1,0
2019-11-03 01:52:06,0,400,2.04,1,0
2019-11-03 01:53:08,0,400,2.04,1,0
2019-11-03 01:54:09,0,400,2.04,1,0
2019-11-03 01:55:10,0,400,2.04,1,0
2019-11-03 01:56:12,0,400,2.04,65536,1
2019-11-03 01:57:13,0,400,2.04,1,0
2019-11-03 01:58:14,0,400,2.04,65536,1
2019-11-03 01:59:16,0,400,2.04,1,0
2019-11-03 01:00:17,0,400,2.04,1,0
2019-11-03 01:01:18,0,400,2.04,1,0
2019-11-03 01:02:19,0,400,2.04,1,0
2019-11-03 01:03:21,0,400,2.04,1,0
2019-11-03 01:04:22,0,400,-0.5508000000000001,65536,1
2019-11-03 01:05:23,0,400,2.04,1,0
2019-11-03 01:06:24,0,400,-0.5508000000000001,65536,1
2019-11-03 01:07:25,0,400,2.04,1,0
2019-11-03 01:08:27,0,400,-0.5508000000000001,65536,1
2019-11-03 01:09:28,0,400,2.04,1,0
2019-11-03 01:10:29,0,400,2.04,1,0
2019-11-03 01:11:30,0,400,2.04,1,0
2019-11-03 01:12:31,0,400,2.04,1,0
2019-11-03 01:13:33,0,400,2.04,1,0
2019-11-03 01:14:34,0,400,2.04,1,0
2019-11-03 01:15:35,0,400,2.04,1,0
2019-11-03 01:16:36,0,400,2.04,1,0
2019-11-03 01:17:38,0,400,2.04,1,0
2019-11-03 01:18:39,0,400,2.04,1,1
2019-11-03 01:19:40,0,400,2.04,1,0
2019-11-03 01:20:41,0,400,2.04,1,0
2019-11-03 01:21:42,0,400,2.04,65536,1
2019-11-03 01:22:44,0,400,2.04,1,0
2019-11-03 01:23:45,0,400,2.04,1,1
2019-11-03 01:24:46,0,400,2.04,1,0
2019-11-03 01:25:47,0,400,2.04,1,0
2019-11-03 01:26:48,0,400,2.04,1,0
2019-11-03 01:27:50,0,400,2.04,1,0
2019-11-03 01:28:51,0,400,2.04,1,0
2019-11-03 01:29:52,0,400,2.04,1,0
2019-11-03 01:30:53,0,400,2.04,1,0
2019-11-03 01:31:55,0,400,2.04,1,0
2019-11-03 01:32:56,0,400,2.04,1,0
2019-11-03 01:33:57,0,400,2.04,1,0
2019-11-03 01:34:58,0,400,2.04,1,0
2019-11-03 01:35:59,0,400,2.04,1,0
2019-11-03 01:37:01,0,400,2.04,1,0
2019-11-03 01:38:02,0,400,-0.5508000000000001,65536,1
2019-11-03 01:39:03,0,400,2.04,1,0
2019-11-03 01:40:04,0,400,2.04,1,0
2019-11-03 01:41:06,0,400,2.04,1,0
2019-11-03 01:42:07,0,400,2.04,1,0
2019-11-03 01:43:08,0,400,2.04,1,0
2019-11-03 01:44:09,0,400,2.04,1,0
2019-11-03 01:45:10,0,400,2.04,1,0
2019-11-03 01:46:12,0,400,2.04,1,0
2019-11-03 01:47:13,0,400,2.04,1,0
2019-11-03 01:48:14,0,400,2.04,1,0
2019-11-03 01:49:15,0,400,2.04,1,0
2019-11-03 01:50:16,0,400,2.04,1,0
2019-11-03 01:51:18,0,400,2.04,1,0
2019-11-03 01:52:19,0,400,2.04,1,0
2019-11-03 01:53:20,0,400,2.04,1,0
2019-11-03 01:54:21,0,400,2.04,65536,1
2019-11-03 01:55:23,0,400,2.04,1,0
2019-11-03 01:56:24,0,400,2.04,1,0
2019-11-03 01:57:25,0,400,2.04,1,0
2019-11-03 01:58:26,0,400,2.04,1,0
2019-11-03 01:59:28,0,400,2.04,1,0
2019-11-03 02:00:29,0,400,2.04,1,0
2019-11-03 02:01:30,0,400,2.04,1,0
2019-11-03 02:02:32,0,400,2.04,1,1
2019-11-03 02:03:33,0,400,2.04,1,0
2019-11-03 02:04:34,0,400,2.04,1,0
2019-11-03 02:05:36,0,400,2.04,1,0
2019-11-03 02:06:37,0,400,2.04,1,0
2019-11-03 02:07:39,0,400,2.04,1,0
2019-11-03 02:08:40,0,400,2.04,1,0
2019-11-03 02:09:42,0,400,2.04,1,0
2019-11-03 02:10:43,0,400,2.04,1,0
2019-11-03 02:11:44,0,400,2.04,1,0
2019-11-03 02:12:46,0,400,2.04,1,0
2019-11-03 02:13:47,0,400,2.04,1,0
2019-11-03 02:14:48,0,400,2.04,1,0
2019-11-03 02:15:50,0,400,2.04,1,0
2019-11-03 02:16:51,0,400,2.04,1,0
2019-11-03 02:17:53,0,400,2.04,1,0
2019-11-03 02:18:54,0,400,2.04,1,0
2019-11-03 02:19:56,0,400,2.04,1,0
2019-11-03 02:20:57,0,400,2.04,1,0
2019-11-03 02:21:59,0,400,2.04,1,0
2019-11-03 02:23:00,0,400,2.04,1,0
2019-11-03 02:24:01,0,400,2.04,1,0
2019-11-03 02:25:02,0,400,2.04,1,0
2019-11-03 02:26:04,0,400,2.04,1,0
2019-11-03 02:27:05,0,400,2.04,1,0
2019-11-03 02:28:07,0,400,2.04,1,0
2019-11-03 02:29:08,0,400,2.04,1,0
2019-11-03 02:30:10,0,400,2.04,1,0
2019-11-03 02:31:11,0,400,2.04,1,0
2019-11-03 02:32:12,0,400,2.04,1,0
2019-11-03 02:33:14,0,400,2.04,1,0
2019-11-03 02:34:15,0,400,2.04,1,0
2019-11-03 02:35:16,0,400,2.04,1,0
2019-11-03 02:36:18,0,400,2.04,1,0
2019-11-03 02:37:19,0,400,2.04,1,0
2019-11-03 02:38:21,0,400,2.04,1,0
2019-11-03 02:39:22,0,400,2.04,1,0
2019-11-03 02:40:24,0,400,2.04,1,0
2019-11-03 02:41:25,0,400,2.04,1,1
2019-11-03 02:42:26,0,400,2.04,1,0
2019-11-03 02:43:28,0,400,2.04,1,0
2019-11-03 02:44:29,0,400,2.04,1,0
2019-11-03 02:45:30,0,400,2.04,1,0
2019-11-03 02:46:32,0,400,2.04,1,0
2019-11-03 02:47:33,0,400,2.04,1,0
2019-11-03 02:48:35,0,400,2.04,1,0
2019-11-03 02:49:36,0,400,2.04,1,0
2019-11-03 02:50:38,0,400,2.04,1,0
2019-11-03 02:51:39,0,400,2.04,1,0
2019-11-03 02:52:40,0,400,2.04,1,0
2019-11-03 02:53:42,0,400,-0.5508000000000001,65536,1
2019-11-03 02:54:43,0,400,2.04,1,0
2019-11-03 02:55:44,0,400,2.04,1,0
2019-11-03 02:56:46,0,400,2.04,1,0
2019-11-03 02:57:47,0,400,2.04,1,0
2019-11-03 02:58:49,0,400,-0.5508000000000001,65536,1
2019-11-03 02:59:50,0,400,2.04,1,0
2019-11-03 03:00:52,0,400,2.04,1,0
2019-11-03 03:01:53,0,400,2.04,1,0
2019-11-03 03:02:54,0,400,2.04,1,0
2019-11-03 03:03:56,0,400,2.04,1,0
2019-11-03 03:04:57,0,400,2.04,1,0
2019-11-03 03:05:59,0,400,2.04,1,0
2019-11-03 03:07:00,0,400,2.04,1,0
2019-11-03 03:08:01,0,400,2.04,1,0
2019-11-03 03:09:03,0,400,2.04,1,0
2019-11-03 03:10:04,0,400,2.04,1,0
2019-11-03 03:11:06,0,400,2.04,1,0
2019-11-03 03:12:07,0,400,2.04,1,0
2019-11-03 03:13:09,0,400,2.04,1,0
2019-11-03 03:14:10,0,400,2.04,1,0
2019-11-03 03:15:11,0,400,2.04,1,0
2019-11-03 03:16:13,0,400,2.04,1,0
2019-11-03 03:17:14,0,400,2.04,1,0
2019-11-03 03:18:15,0,400,2.04,1,0
2019-11-03 03:19:17,0,400,2.04,1,0
2019-11-03 03:20:18,0,400,2.04,1,0
2019-11-03 03:21:20,0,400,2.04,1,0
2019-11-03 03:22:21,0,400,2.04,1,0
2019-11-03 03:23:22,0,400,2.04,65536,1
2019-11-03 03:24:24,0,400,2.04,1,0
2019-11-03 03:25:25,0,400,2.04,1,0
2019-11-03 03:26:26,0,400,-0.5508000000000001,65536,1
2019-11-03 03:27:28,0,400,2.04,1,1
2019-11-03 03:28:29,0,400,2.04,1,0
2019-11-03 03:29:31,0,400,2.04,1,0
2019-11-03 03:30:32,0,400,2.04,1,0
2019-11-03 03:31:34,0,400,2.04,1,0
2019-11-03 03:32:35,0,400,2.04,1,0
2019-11-03 03:33:36,0,400,2.04,1,0
2019-11-03 03:34:38,0,400,2.04,1,1
2019-11-03 03:35:39,0,400,2.04,1,0
2019-11-03 03:36:40,0,400,2.04,1,0
2019-11-03 03:37:42,0,400,2.04,1,0
2019-11-03 03:38:43,0,400,2.04,1,0
2019-11-03 03:39:45,0,400,2.04,1,0
2019-11-03 03:40:46,0,400,2.04,1,0
2019-11-03 03:41:48,0,400,2.04,1,0
2019-11-03 03:42:49,0,400,2.04,1,0
2019-11-03 03:43:50,0,400,2.04,1,0
2019-11-03 03:44:52,0,400,2.04,1,0
2019-11-03 03:45:53,0,400,2.04,1,0
2019-11-03 03:46:54,0,400,2.04,1,0
2019-11-03 03:47:56,0,400,2.04,1,0
2019-11-03 03:48:57,0,400,2.04,1,0
2019-11-03 03:49:59,0,400,2.04,1,0
2019-11-03 03:51:00,0,400,2.04,1,0
2019-11-03 03:52:02,0,400,2.04,1,0
2019-11-03 03:53:03,0,400,2.04,65536,1
2019-11-03 03:54:04,0,400,2.04,1,0
2019-11-03 03:55:06,0,400,2.04,1,0
2019-11-03 03:56:07,0,400,2.04,65536,1
2019-11-03 03:57:08,0,400,2.04,1,0
2019-11-03 03:58:10,0,400,2.04,1,0
2019-11-03 03:59:11,0,400,2.04,1,0
2019-11-03 04:00:13,0,400,2.04,1,0
2019-11-03 04:01:14,0,400,2.04,1,0
2019-11-03 04:02:16,0,400,2.04,1,0
2019-11-03 04:03:17,0,400,2.04,1,0
2019-11-03 04:04:18,0,400,2.04,1,0
2019-11-03 04:05:20,0,400,2.04,1,0
2019-11-03 04:06:21,0,400,2.04,1,0
2019-11-03 04:07:22,0,400,2.04,1,0
2019-11-03 04:08:24,0,400,-0.5508000000000001,65536,1
2019-11-03 04:09:25,0,400,2.04,1,0
2019-11-03 04:10:27,0,400,2.04,1,0
2019-11-03 04:11:28,0,400,2.04,1,0
2019-11-03 04:12:30,0,400,2.04,1,0
2019-11-03 04:13:31,0,400,2.04,1,0
2019-11-03 04:14:32,0,400,2.04,1,0
2019-11-03 04:15:34,0,400,2.04,1,0
2019-11-03 04:16:35,0,400,2.04,1,0
2019-11-03 04:17:36,0,400,2.04,1,0
2019-11-03 04:18:38,0,400,-0.5508000000000001,65536,1
2019-11-03 04:19:39,0,400,2.04,1,0
2019-11-03 04:20:41,0,400,2.04,1,0
2019-11-03 04:21:42,0,400,2.04,1,0
2019-11-03 04:22:44,0,400,2.04,1,0
2019-11-03 04:23:45,0,400,2.04,1,1
2019-11-03 04:24:47,0,400,2.04,1,0
2019-11-03 04:25:48,0,400,2.04,1,0
