beacon,constant,coefficient
1,-16.068392846650397,1.1119313052409723
2,0.0,1.0
3,0.0,1.0
4,0.0,1.0
5,19.981467606301326,1.0290903999241048
6,19.573461633219324,0.9624279260548603
7,56.731421777585886,0.7356098870195179
8,0.0,1.0
9,0.0,1.0
10,19.356527551112716,1.002643924319453
11,4.309391974128364,1.075428409679825
12,0.0,1.0
13,0.0,1.0
14,0.0,1.0
15,6.957878239216363,0.9849268927156523
16,23.923397148753835,0.8542694095312053
17,0.0,1.0
18,0.0,1.0
19,21.93057483454759,1.0180549494272357
20,0.0,1.0
21,7.096494891545913,0.9586131116855473
22,0.0,1.0
23,0.0,1.0
24,0.0,1.0
25,-11.268502729431598,1.1322296078398384
26,5.849633584963159,1.0305516193124125
27,0.0,1.0
28,0.0,1.0
29,-10.086314572743817,1.026474455789847
30,-31.7826589726637,1.0963281646104914
31,0.0,1.0
32,0.0,1.0
33,0.0,1.0
34,8.95001164228005,1.0164139004838073
35,0.0,1.0
36,-5.92698520331458,0.9670719799193939
37,0.0,1.0
38,-14.361871734996287,1.1469120980873175
39,0.0,1.0
40,0.0,1.0
41,0.0,1.0
42,0.0,1.0
43,0.0,1.0
44,47.28237739156293,0.5984357201150472
45,0.0,1.0
46,-16.66284864233009,1.0265910236626266
47,0.0,1.0
48,0.0,1.0
49,0.0,1.0
50,0.0,1.0
